username,date,content,video_title
@luizachacom,3 years ago,Brasil also. G2M and 4 Minutes was like in infinite repeat on radio and MTV.,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@monicajones5943,5 years ago, @realstraighttalk101  👍,Madonna - Into The Groove (Official Video)
@ferrisraindrops,3 weeks ago,Fk yes 🎉🎉🎉🎉🎉🎉❤,Madonna - Lucky Star (Official Video)
@palesalesejane1247,1 year ago,"I am today,missing her",Madonna - Take A Bow (Official Video) [4K]
@padijeff5675,5 years ago,RIP Mark Blum!,Madonna - Into The Groove (Official Video)
@MoHMoHMoHMoooH,11 days ago,We need it in 4k quality,Madonna - Live To Tell (Official Video)
@realme-os7zx,8 months ago,that comment 😢😢😢😢😢,Madonna - Material Girl (Official Video) [HD]
@agustincisterna8626,6 years ago,"Madonna es pesima actriz. En el único papel que se lució fue con Evita. Y solo por lo increible que es como performer musical, ya que a nivel actoral hay muchisimas otra que la interpretaron mucho mejor que Madonna.",Madonna - Don't Cry For Me Argentina (Official Video)
@NowRandomReviewsOldandNew,2 years ago,"@pup lover Sadly I wasn't alive those times, I was born in 1989 and grew up with Madonna - Frozen and Bittersweet Symphony. Us Europeans also remember Paradisio - Bailando.",Madonna - Borderline (Official Video) [HD]
@rileycoyote8275,5 years ago,"Remember when everyone first found out that she was white? Everyone was shocked because she ""sounded black"".  After everyone saw the video, girls from age 7 to 70, all dressed like her, it was phenomenal. Unfortunately, she became an evil caricature of herself, sold out to the Hollywood Cabal and sold her soul in the process. RIP 80's Madonna. You didn't have to sell out, we all loved you the way you were and you would have made even if you hadn't sold your soul.",Madonna - Borderline (Official Video) [HD]
@imstoevelaar9062,5 years ago,You don.t hef.adat,Madonna - Secret (Official Video) [HD]
@Japan2Japano001,1 year ago,Me😢 this mason👹👺🧐👁️,Madonna - 2012 Super Bowl Halftime Show
@coolitis666,5 years ago,"Nobody in the world can compare to Mylene Farmer, the ultimate French goddess of darkness, and the biggest icon of the Francofone music of all time. Weirdness, madness, and everything dark... Check her out if you can. Songs like California, Degeneration, Beyond My Control...",Madonna - Nothing Really Matters (Official Video) [HD]
@GoAheadNTry,3 years ago,"This is my first time watching this performance and I think her live part of "" Like A Prayer"" was good.",Madonna - 2012 Super Bowl Halftime Show
@crtpitt3722,2 years ago,2024 ❤,Madonna - Girl Gone Wild
@natnatnat411,4 years ago,0000,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@nicmoba,4 years ago,90 is the best!!,Madonna - Open Your Heart (Official Video) [HD]
@cry_now_laugh_later,5 years ago,No it doesnt,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@alexandermendez,4 years ago,"Thank you, queen ❤.",Madonna - Papa Don't Preach (Official Video) [HD]
@alexandress77,5 years ago (edited),It's about a relationship between her and a drag queen. This man with his child is a drag!,Madonna - Secret (Official Video) [HD]
@pumpkinqueen186,4 years ago,I am too!!,Madonna - Crazy For You (Official Video)
@yhack55,4 years ago (edited),"When she sings ""Don't you stop loving me Daddy"" 😭- gets me EVERYTIME! This song was so controversial at the time and the media  crucified her for it but that's the magic of Madonna- she was a much needed voice and had something to say 💕💕 RIP to the great Danny Aiello 🙏🏾",Madonna - Papa Don't Preach (Official Video) [HD]
@JPDeshaies-t2v,10 months ago,I will raise the majority in the USA at 25 years old btw,Madonna - Die Another Day (Official Video)
@roberta4228,8 months ago,❤ from Italy,Madonna - Don't Cry For Me Argentina (Official Video)
@luctheevangelist,1 year ago,nope. her vocal prime was in the beginning of the blond ambition tour. her voice was very strong and pure. here she sounds like she's trying to hard.,Madonna - Don't Cry For Me Argentina (Official Video)
@cesarfarias3635,9 years ago (edited),TJP77 Your comment is perfect. Thanks for showing the facts.,Madonna - Justify My Love (Official Video) [HD]
@ianfortuna9385,2 years ago (edited), @zoec3582  she still is the best 80’s singer and just another 2 months for my comment update,Madonna - Crazy For You (Official Video)
@pjmackey373,4 years ago, @enki6578  how is it satanic what,Madonna - Celebration (Official Video)
@joooooooooohn35,5 years ago,"This song proves why she's one of the best songwriters, I love her uplifting lyrics.",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@untemted,1 year ago (edited),"Thats called trust and honor, the marks of a true man.",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@cristoferdurand5295,6 years ago,Yo xD,Madonna - Living For Love
@glennpagemusic,4 years ago,"I was never a big Madonna fan, but ""Frozen"" was one of her songs I always kinda liked.",Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@blaisearwyn3405,4 years ago,Express Yourself,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@crtpitt3722,2 months ago,2026❤,Madonna - True Blue (Official Video)
@ffourty-eight283,6 years ago,Ian Salyer she knows. she was just initiating what it kind of sounds like as a joke 💀,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@kuthreehdegone9583,7 years ago,Thank you for your music MELLO-donna <3<3<3,Madonna - Jump (Official Video) [HD]
@andreabrigitteprohaska3281,1 year ago,Thank you🎶@madonna ;-),Madonna - Justify My Love (Official Video) [HD]
@otisroseboro5613,3 years ago,Fact's,Madonna - Who's That Girl (Official Video)
@luckyuniversal,11 years ago,"Scott, go to one of her shows!  I took my 20 year old and she was very impressed!  This is the only woman I take my hat off for.  She has embraced her life as a mother but has never forgot how to become relevant as a performer.  Not many (women) can have such a long carreer in music as she has had.  Look at all the others tumbling and failing after a certain age.  When have you see Madonna shaving her head or being taken to jail for driving and drinking or causing a mess while on drugs.  She IS a model to follow. ",Madonna - Living For Love
@nucahyono4728,3 days ago,suddenly  want  watch this video,Madonna - Take A Bow (Official Video) [4K]
@lepetitchat123,5 years ago,Not for rapists😆,Madonna - Justify My Love (Official Video) [HD]
@jamesdavis3528,5 years ago,thats awesome!!! HAPPY BIRTHDAY TO THE MOST BEAUTIFUL BACK UP DANCER EVER!!! :),Madonna - True Blue (Official Video)
@oranramses1228,5 years ago,my jam,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@PST_PS,3 years ago (edited), @Ohlalatay13  The choreographer is inspired by ballroom,Madonna - Vogue (Official Video)
@선선허이-f9n,2 months ago,저요,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@nicoledejuan1016,5 years ago,Wla aqong pkialam sau,Madonna - Open Your Heart (Official Video) [HD]
@alishababygirl1,1 year ago,Of course!!❤❤,Madonna - Sorry (Official Video) [HD]
@John-zl1dd,1 year ago,"Teenager ha!
It was a 20 something !",Madonna - Into The Groove (Official Video)
@chaddeez8446,1 year ago,Madoonar at least a 5 Star ⭐ out of 10 here I say😮,Madonna - Lucky Star (Official Video)
@ornellamira646,2 years ago,❤❤❤l love madona la ciccone  of longtime i have 54 years im french whoman madona and lady gaga  are the best in usa  and in france i like mylene farmer the best in france because madona and mylene farmer  are exentric girl  are the best my family italian  love soo madona kiss for the world ornella south of france❤❤❤❤,"Madonna - Vogue (12"" Remix) [Official Video]"
@aldeniaraujo2143,3 months ago,Te sai fresco 😅😅,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@LevenLyfe,5 years ago,I sang this comment to the song and then nearly died from laughing 🤣🤣🤣🤣🤣🤣🤣,Madonna - Material Girl (Official Video) [HD]
@grazmsp2473,5 years ago,"We already learn about Madonna, our school went to a Madonna theatre and reading anout her in history books",Madonna - Sorry (Official Video) [HD]
@keboonplumeria5266,2 years ago,Full of positivity. She can release this today and it is still sounds current. A prove that Madonna is always ahead of her time,Madonna - Jump (Official Video) [HD]
@gunsnroses8656,7 years ago,😂😂😂😂😂😂,Madonna - Ghosttown
@daphneysepuru1471,5 years ago,Madonna is fucken legend !❤️😭,Madonna - Sorry (Official Video) [HD]
@Silver_Beast_Within,5 years ago, @rinmartell2678  Fantastically well delivered!! You my friend are FIERCE!!❌🔥💯,Madonna - Vogue (MDNA World Tour)
@adelo-ph8yb,4 months ago,La merveille ce succès et cette Diva vraiment ses chansons des années 80 sont indémodables et voilà que cette vidéo dépasse un milliard de vu quatre décennies après sa sortie. Incroyable !! Je l'écoute depuis que j'étais enfant maintenant que devenu un quadragénaire je me régale toujours. Que du bonheur !,Madonna - La Isla Bonita (Official Video)
@CyRaX_25,2 weeks ago,😂😂,Madonna - Like A Virgin (Official Video)
@PatriciaRobichaux-s9u,2 months ago,That has nothing to do with Madonna 😔 a devil wears Prada I disagree but you can write what you want,Madonna - Vogue (Official Video)
@EmeliaDosseh-g3u,11 months ago,Waw waw waw waw waw waw waw lovely lovely lovely song ❤❤❤❤❤❤❤❤❤,Madonna - Who's That Girl (Official Video)
@PoNgOx92,1 year ago,Same bro from Germany,Madonna - The Power Of Good-Bye (Official Video)
@artic4935,2 years ago,I’m so sorry/ back in the 90s. Cancer was not easy to beat. God bless,Madonna - Frozen (Official Video) [HD]
@FaggatronUltimate,4 years ago,Yeah next she’ll be predicting Covid,Madonna - Material Girl (Official Video) [HD]
@chandranighosh9903,4 years ago, @mothermarie6057  much ❤️,Madonna - Rain (Official Video) [HD]
@James-yl6jj,4 years ago,Happy Anniversary!! I had huge crush on you in the 80's!!!,Madonna - Papa Don't Preach (Official Video) [HD]
@refitmedia7883,8 months ago,Who’s watching in 2025,Madonna - 2012 Super Bowl Halftime Show
@canneads,1 year ago,Rioooooooooo,Madonna - The Power Of Good-Bye (Official Video)
@the_realist1,2 years ago,Madonna be tha female MJ..,Madonna - Who's That Girl (Official Video)
@emiliyam19,2 years ago,Yes!,Madonna - Living For Love
@jadlyguillaume2090,1 year ago,Yes,Madonna - The Power Of Good-Bye (Official Video)
@ginasousabranco5637,4 years ago,Madonna was the highest paid celebrity in the world with earnings of $125M between June 2012 and June 2013,Madonna - Vogue (MDNA World Tour)
@danielmorgan3590,3 years ago,for real she is what is the name of the movie?,Madonna - Who's That Girl (Official Video)
@emiliaberclaz4498,1 year ago,"gracias MADONNA,  por prestarnos tu maravillosa voz  para cantarle a nuestra eterna  EVITA ,  desde ARGENTINA,",Madonna - Don't Cry For Me Argentina (Official Video)
@john-paulnagel2732,6 years ago,Paulina Morandi God Bless You Love ❤️ Your Mom and the two other Girls Perfect,Madonna - True Blue (Official Video)
@Erikk_Carte_Blanche,3 years ago,"this was remixed by ""Above & Beyond"" a trance trio
Madonna liked this remix so much she put it on official video",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@elenatancredi6277,7 months ago (edited),"Eccomi qua, quando i Gogol vengono in Italia non posso saltare i loro concerti. Amo Eugene, amo Madonna e amo la Russia. ❤❤❤
É dall'incontro della diversità che escono le cose più belle e  l'intelligenza umana progredisce. Questo spettacolo lascia senza fiato.",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@badbugs2106,6 years ago,Yes queen,Madonna - Material Girl (Official Video) [HD]
@abubakarahmadrufai9752,2 years ago,liki you,Madonna - Sorry (Official Video) [HD]
@AtomicPeace,6 years ago,We live in different times.... Sadly. This is a beautiful song. Back in the 90s or 80s it would have been a major hit,Madonna - Ghosttown
@scarlet_red5735,6 years ago,"Yes I miss this kind of beat😭😭, where even if you play it out loud on Midnight, no one will complain but everyone will jam😭",Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@gear14,6 years ago,Redding nobody cares for your approval lol,Madonna - Girl Gone Wild (Official Video)
@jesss3725,6 years ago,Au contraire madame. It didn’t.,Madonna - Express Yourself (Official Video)
@melanisticcat6774,1 year ago,"1999 was like the very end though, so it was almost like the 2000s",Madonna - Beautiful Stranger (Official Video) [HD]
@amlali7134,6 years ago, @Rambi401  we all gonna die another day 🤗,Madonna - Die Another Day (Official Video)
@airdrumchick,1 year ago,OFCOURSE,Madonna - The Power Of Good-Bye (Official Video)
@tammyabeyta9333,4 years ago,She's super awesome,"Madonna - Vogue (12"" Remix) [Official Video]"
@Matuteilcapo,1 year ago,"She's still and will be thee Queen of Pop, forever. She did it again at the Celebration World Tour, it was flawless! All Hail the Queen",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@lukedagon,1 year ago, @vertbeke7977  it does lmao,Madonna - Express Yourself (Official Video)
@djmarcelmiranda,7 years ago,Escutei pela primeira vez a alguns dias... que sonzera!! Ela é muito a frente do seu tempo.,Madonna - Secret (Official Video) [HD]
@video-he3xf,3 months ago,Great description!!!! Regards.,Madonna - Frozen (Official Video) [HD]
@SaraShakur94,2 years ago,Me too❤️,"Madonna - Vogue (12"" Remix) [Official Video]"
@mrk1075,4 years ago,And the 80’s were even faster!,Madonna - Ray Of Light (Official Video) [HD]
@hdcarreon2129,7 years ago,Me,Madonna - Music (Official Video)
@ОлесяКузьмина-ф9е,2 weeks ago,From Ukraine,Madonna - The Power Of Good-Bye (Official Video)
@samz1995,7 years ago,I would love to meet more older gays. I would love to hear your stories about gay life in the 80s and 90s. i’m gay and 23. it was easy for me to come out. i came out after lady gaga dropped Born This Way.,Madonna - Vogue (Official Video)
@manuelcalderon5191,5 years ago,Madonna is on fire 💙🧵🦋✨🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,"Madonna - Vogue (12"" Remix) [Official Video]"
@seseneilifiji-wc4xk,2 years ago,😊😊😊p0Madonna,Madonna - Live To Tell (Official Video)
@bethkasner7775,3 years ago,😅🤣😂,Madonna - Cherish (Official Video) [HD]
@peachesthehairstylistjacko5165,5 years ago,D D Cher was the 60’s and 70’s she was doing that time when she was with Sunny but Madonna came out during early 80’s different style different music can’t compare the two,Madonna - Borderline (Official Video) [HD]
@Alex0p-h8q,1 year ago,Me gusta esta mujer desde mis sueños rica❤,Madonna - Papa Don't Preach (Official Video) [HD]
@TheJLine,5 months ago,This is cringe,Madonna - 2012 Super Bowl Halftime Show
@susanfit47,3 years ago,"This from the 90's. This is remix is called the ""12-inch version"", which is the extended version over three minutes longer. This remix of ""Vogue"" came out after the regularly aired television music video in 1990.","Madonna - Vogue (12"" Remix) [Official Video]"
@siliconstream5673,6 months ago,Never gets  OLD,Madonna - Into The Groove (Official Video)
@shine3097,8 years ago,Because she is the best,Madonna - Celebration (Official Video)
@noeflores4450,3 years ago,Porque tiene dinero para contratar sirvientas,"Madonna, Maluma - Medellín"
@saifaliyaseen914,1 year ago,"Don’t mean to be the grammar police, but it’s not the most influential. 

That title goes to either MJ’s Thriller or Billie Jean. Don’t agree? Here’s why:
Thriller: first ever music video
Billie Jean: first show of real dancing in a song


I think what you meant was “this song has become a new pop culture icon in contemporary time, despite it being from a generation over 40 years ago” 

I guess it don’t flow off the tongue as easily eh? 

It is a solid song and will definitely be one of the most remembered songs of this generation in cinematic excellence though. Similar to how Stranger things had “running up that hill”, or “come and get your love” to Guardians. 

They really did do a great job of reviving the interest in these timeless classics with a new and younger audience that may never have heard these songs before. I’ll be honest, before stranger things I’d never heard of Running up that hill. 

And I think that’s what you consider reviving a classic. Wouldn’t say it’s influential though.",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@gildoran3819,5 years ago,She is the greatest female artist of all time!!!!!!,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@roxanachirila,2 years ago, @maria-helenamonteiro8887  uuu,Madonna - Secret (Official Video) [HD]
@Sara_LeiLa,4 years ago,Wow! I love that! Thanks for sharing,Madonna - Ghosttown
@darya5293,2 months ago,Just after Azealia),Madonna - Jump (Official Video) [HD]
@FabStage,4 years ago,"Although this remix version is not actually in the digital EP releases days ago, we got the club and edit mixes.",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@SuzanneCluderay,6 months ago,Yes because i'm in Venice now and it's all i can think about 😂,Madonna - Like A Virgin (Official Video)
@itsnotmeitsyou8271,5 years ago,I hate the future 😭,Madonna - Express Yourself (Official Video)
@garycarr3857,4 years ago,Madonna Erotica 1992,Madonna - Rain (Official Video) [HD]
@erickarhodes6068,6 hours ago,​ @joshcano787 same,Madonna - Live To Tell (Official Video)
@kathleenklein4231,5 years ago,"Tops that fell over the shoulder and those gloves, loved it!  I feel like a kid at 57 watching these.  Not to mention MTV actually did music videos!",Madonna - Borderline (Official Video) [HD]
@MatthewPirantePerez,4 years ago,"She’s not a great vocalist but I love her voice. I love hearing her sing, I love hearing her talk. I have an unhealthy obsession with the woman’s voice. Lol",Madonna - 2012 Super Bowl Halftime Show
@Old_Robloxian,5 years ago,Boomer,Madonna - Ray Of Light (Official Video) [HD]
@jamestheastrofatographer4520,8 years ago,The 80's cocaine was FUEGO!,Madonna - Into The Groove (Official Video)
@burtpanzer,1 year ago,"Early 40's? No, she was 60 because she's 66 now.",Madonna - Beautiful Stranger (Official Video) [HD]
@maharanievinxhya4743,10 months ago,2050 oh my ghost 👻,Madonna - 2012 Super Bowl Halftime Show
@tetianadmytrenko6089,5 months ago (edited),"100% agree. Madonna will always get my respect and love for all that she did and does. True legend.
What a video, what a song, vocals and acting... everything is perfect here.",Madonna - You'll See (Official Video)
@JamesMichaelAdkinsIII,4 months ago,I WILL TAKE YOU THERE.,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@speakerz74,4 years ago," @ginasousabranco5637  actually rihanna is the richest woman in music, with a net worth of 1.7 billion. and she's way better than madonna.",Madonna - Vogue (MDNA World Tour)
@bॱॱ,3 years ago,Truee,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@Xaxa-t9j,2 years ago,tu m'étonnes,Madonna - Borderline (Official Video) [HD]
@heposlis2409,5 years ago,"True 
This video had chemistry and great atmosphere and great intro
These days they dont even try it
 its really dry 💨",Madonna - Justify My Love (Official Video) [HD]
@lstarrtna4288,1 year ago,Lol 2024,Madonna - You'll See (Official Video)
@almabetancur6065,4 years ago, @aclark903  huh 😆,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@bhavnamistry1389,3 years ago,"Absolutely fantastic, best era 80s/90s nothing like how it is today really miss those days so caring respectful and loving days 🥺😢👌🥰❤",Madonna - True Blue (Official Video)
@shawnsheikh1183,2 years ago,Because she didn't let Sire artificially raise the pitch of these vocals. So she doesn't sound like a chipmunk...,Madonna - Open Your Heart (Official Video) [HD]
@walidhalawi9569,4 years ago,"""The Weekend"" 's music is best example!",Madonna - True Blue (Official Video)
@martinreissaus4566,1 year ago,'88 here.,Madonna - Who's That Girl (Official Video)
@therobbstonestar,5 years ago,Ruth Henley You think you sound smart I know.....but you're not. If you were you wouldn't talk about what you don't know or fully understand.,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@shaziehahmed6127,1 year ago,Me ❤,Madonna - Girl Gone Wild (Official Video)
@flavia1pereira276,4 years ago,Fico ótimo,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@Andrew-8814,1 month ago,sheople shleep,"Madonna, Quavo - Eurovision Song Contest 2019"
@ebliang8571,1 month ago,"I lvoe the lyrics and the way she looks. The engineering of this song was able to cover up some vibrato. (however, I can still hear the vibrato).",Madonna - You'll See (Official Video)
@paulkrueger260,3 years ago,Only pop what about bands,Madonna - Into The Groove (Official Video)
@PaulaSuprenant,2 years ago,Yes she was she was a lucky star the luckiest by far! 😇😊❤⭐⭐💫⭐✨,Madonna - Lucky Star (Official Video)
@maxeffort4984,1 month ago,We were invested in each other. If you wanted to contact someone you needed to make an effort and they knew you cared enough to do so. God I miss those days!,Madonna - Live To Tell (Official Video)
@Rodviet,1 month ago,"she really did look gorgeous in her 40s, stunning",Madonna - Don't Tell Me (Official Video) [HD]
@carpediem4290,2 years ago,Si señor. Right!,Madonna - Dress You Up (Official Video)
@richellmcknight446,3 months ago,"Gosh, I totally forgot this song, then heard it in Home Depot today😂❤ This was one of her best!❤",Madonna - Take A Bow (Official Video) [4K]
@cjturner2008,5 years ago," @AbdulRehman-js5xp  
LoL
Omg!
I know right!!!",Madonna - Vogue (Official Video)
@badboyciccone4585,5 years ago (edited), @SpikeMichaels  no. She and Janet are the best.,Madonna - Don't Tell Me (Official Video) [HD]
@tiphinieworley8746,5 years ago,"The one major thing about Madonna is no matter if you love her or not, she has a few songs you know you like. I love the early 2000s Madonna the best myself but I know that can be argued. She has different types of music and that’s why I love her along with so many others. Keep rockin’ and rollin’ Madonna.",Madonna - Die Another Day (Official Video)
@davidgrimley2906,6 years ago,TheOrange omg lol 🤣🤣,"Madonna, Maluma - Medellín"
@vertbeke7977,4 years ago,Yeah,Madonna - Celebration (Official Video)
@asknkartal9093,3 years ago,yes the manager can accumulate in the other sense of the word so combustible,Madonna - Ray Of Light (Official Video) [HD]
@joels5150,1 year ago,Amazing Grace…,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@almamujer5264,5 years ago,51 =.=,Madonna - Cherish (Official Video) [HD]
@desireelorenzana777,2 years ago,Me too ..I still jam this song 💯,Madonna - Die Another Day (Official Video)
@harrellannon1148,5 years ago,GREAT!!!!!,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@andrerenis1954,3 years ago,Madonnas Light is shining so unbelieveble bright,Madonna - Ray Of Light (Official Video) [HD]
@IvanSidorenko-t9t,3 weeks ago,"Yes, the best memories from this song",Madonna - Beautiful Stranger (Official Video) [HD]
@ronrodriguez9741,1 year ago,Stream Madonna now,"Madonna, Maluma - Medellín"
@cordovp,4 years ago,Sure this is not because of Madam X 😂,"Madonna - Vogue (12"" Remix) [Official Video]"
@viannycaba8611,4 years ago (edited),Yes 53,Madonna - 2012 Super Bowl Halftime Show
@laral7744,9 months ago,Me🎉🎉🎉,Madonna - Jump (Official Video) [HD]
@Pavlina-x3s,11 months ago,❤❤❤😂😂🎉🎉😢😢😮😮😅😊,Madonna - Jump (Official Video) [HD]
@robertstrickland2184,3 years ago,In the 90s Madonna went thru a stage where some of her music was mysterious and thought provoking.  Bedtime story was another mysterious vibe.,Madonna - Frozen (Official Video) [HD]
@ronrodriguez9741,3 years ago,This is a hit. Stream Madonna!!!,Madonna - Back That Up To The Beat (Official Lyric Video)
@Kromerz,7 years ago,Me,Madonna - Girl Gone Wild (Official Video)
@osadolazuardi3356,1 year ago,Benyamin Sueb from Indonesia in 1977 released this rhythm. What a pity that Caucasian hijacked Benyamin Sueb song.,Madonna - Hung Up (Official Video) [HD]
@bruk0s,1 year ago,From Greece.,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Sonshyne187,3 years ago, @AsAWhiteManMarriedToALatina  when I was younger her support of people of color was considered controversial and ground breaking as well. She paved many roads.,Madonna - Like A Prayer (Official Video)
@cainrahl,1 year ago,Welcome Back.,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@andymks2694,1 year ago,Let's dance,Madonna - Die Another Day (Official Video)
@dienesferrari,5 years ago,Porque a música atual está com qualidade inferior mesmo... e Madonna é Madonna 🤷,Madonna - Frozen (Official Video) [HD]
@fallensurvivor21,4 years ago,Nice ^-^,Madonna - Like A Virgin (Official Video)
@7silver78fox,2 years ago,In '84 my Moms brought me to my first concert.Michael friggin Jackson . Time machine anyone ?,Madonna - Lucky Star (Official Video)
@sergedeleon9592,4 years ago,For tiktok only,Madonna - Die Another Day (Official Video)
@linarijes,7 months ago,"Yes, indeed!!! Only Madonna has that kind of power!!",Madonna - Like A Prayer (Official Video)
@paolocaccavale6238,5 months ago,We need the 4K version of it!,Madonna - Celebration (Official Video)
@lesstation,7 years ago,My thoughts exactly.  Madonna came out at a time where she provoked the public and push the envelope so far that she remained on top of the charts for decades.,Madonna - Justify My Love (Official Video) [HD]
@AutomaticArrangments,11 years ago,***** What did he say about everyone around Gaga loving M? He just specified Gaga.,Madonna - Vogue (MDNA World Tour)
@alyciamarie4163,3 years ago,The original I remember bc I got it as a cd when I was young. Hahah I’m 35. My first cd was spice girls. I remember in cheerleading you had to sell stuff to try and make money and if you sold whatever amount you got cds hahaah I remember picking Madonna and Mariah Carey hahah anyway Madonna cd had this song on it. I also got Fiona Apple - criminal  hahaha 😝 in like 4th grade,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@jerryrasmussen7655,9 days ago,So true. This song brings back some wonderful memories of West Seatttle and a lady.,Madonna - Crazy For You (Official Video)
@olejensentoby12,4 years ago, @rrod7958  🎯,Madonna - Ray Of Light (Official Video) [HD]
@digitalchipis2774,4 years ago,Too  you  😁😂,Madonna - Like A Virgin (Official Video)
@FNS_Please_Go_Aim_Train,1 year ago,"That is the boldest statement considering that beetoven, michael jackson and motzart all existed yknow?",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@cijishippley,7 days ago,"Thank you for sharing this. Some aspects of your experience are very relatable, makes me appreciate this song even more. I hope you and your kids are somewhere living your best life, happy and safe from the abuse by God's grace.",Madonna - You'll See (Official Video)
@court_to-the-king_89,1 year ago,I agree ~ it’s hard to compare her because she is a true original… but I LOVE your comparison to David Bowie. ✌️💕…. I like to think the Queen ^ herself would love it too ❤️,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@bobbyantonelli7978,2 years ago,Great observation! Thanks! Huge Madonna fan here.,Madonna - Beautiful Stranger (Official Video) [HD]
@eylulrys1065,5 years ago,Poker face,Madonna - Hung Up (Official Video) [HD]
@myrasab8883,5 years ago,Thanks bxnz y,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@yvanzambrana6725,10 months ago,I am a 87 years old  granpa a would like to  meet the lady,"Madonna - Vogue (12"" Remix) [Official Video]"
@keithbramble5522,5 months ago,80's had Everything.....Music is the Time Machine that takes you Back to the 80's!!,Madonna - Live To Tell (Official Video)
@adrianocorazza3308,4 years ago,Yo también,Madonna - Vogue (Official Video)
@Aladinfa,1 year ago,Love it 🔥,Madonna - Back That Up To The Beat (Official Lyric Video)
@tarinasparks8663,5 years ago,I can definitely let my body move with this music! Loves💞💕,"Madonna - Vogue (12"" Remix) [Official Video]"
@sheeshrecords9358,8 years ago,SIM,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@wyncla,4 years ago,Pq ela é atemporal 🖤,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@davidwong7676,2 years ago,2020 same,Madonna - Crazy For You (Official Video)
@henrikpersson4698,3 years ago,"it's a sublime pop song, and i typically don't like madonna",Madonna - Cherish (Official Video) [HD]
@springfauna1465,4 months ago,​ @lizzybethnj617 Aww!!! ❤ I can imagine!!! 🥰,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@sonnyseuala835,4 years ago,"My tears are rolling, my heart is pounding with the biggest smile ever..... knowing we were so blessed to live in that decade of  music...",Madonna - Crazy For You (Official Video)
@ngc225,10 years ago,Osvaldo Morales Es que usted fue el que comenzó embarrándola con su comentario al hacer ese tipo de comparaciones innecesarias.,Madonna - Ghosttown
@louis5099,6 years ago,QUEEN OF POP IS BACK (We need tour dates in France),"Madonna, Maluma - Medellín"
@pacificanorthwest1015,5 years ago,"It's my favorite song from her, full stop. :p",Madonna - Cherish (Official Video) [HD]
@thevaultofvintage72,1 year ago,I'll be 52 in August- and Madonna can still move me to tears and give me goosebumps. She's magical.,Madonna - Open Your Heart (Official Video) [HD]
@chadcj9571,10 years ago,"+Andre Walker bjork only wrote Bedtime Story track. the rest was Madonna, Dallas, Bayface, Dave Hall and Nelley Hooer",Madonna - Secret (Official Video) [HD]
@danielsandoval8591,4 years ago,Lol right so fast BLINK GONE,Madonna - Ray Of Light (Official Video) [HD]
@freezydest3551,3 years ago,Same here just 5 min ago,Madonna - Secret (Official Video) [HD]
@locoyogui,6 years ago,"Black Jesus, huh? Maybe you wanna mean Saint Martin de Porres..?",Madonna - Like A Prayer (Official Video)
@megansmith1528,6 years ago,LIKE!!!!!,Madonna - Girl Gone Wild
