username,date,content,video_title
@jennharper872,4 years ago,It kinda was abit to me especially the lesbian thing which I thought was extremely hot (I am straight...),Madonna - Justify My Love (Official Video) [HD]
@SN13K3R,5 years ago,Ty,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@vertbeke7977,3 years ago,Great great song 👍🎸🪕♥️🥁🔥,Madonna - Crazy For You (Official Video)
@Meltingman7791,3 years ago," @rogernegrete7669  that’s nonsense it’s a fact that the 80s was one of the best decades for movies specifically blockbuster hits, horror, and B movies",Madonna - Crazy For You (Official Video)
@bkosk7971,10 years ago,"Patrick Holme this is the worst of her last 4, even worse than Hard Candy",Madonna - Ghosttown
@kikaklaus9515,6 years ago,me too..despite covid 19,Madonna - Don't Cry For Me Argentina (Official Video)
@pedroalmeidarecetas,5 years ago,This is so true. The quality of her work just went down the drain in recent years. Confessions was her last imperial album. After that it just all went down the hill chasing trends and trying to be look young.,Madonna - Nothing Really Matters (Official Video) [HD]
@Maryan_002,4 years ago,So what?,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@NorthSea_1981,1 month ago,"Nothing ""ahead of its time"" about this. Maybe for the US. Soundwise, this was pretty standard & normal mainstream European club music back then. 
Great track & video though.",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@TestTest-pf9wd,2 months ago,Madonna-Musik🩵🩵🩵🩵🩵,Madonna - Music (Official Video)
@tamaramorgan123,2 years ago,Yes. And these Ukrainian dancers “Kazaky” are also the best. They are art.,Madonna - Girl Gone Wild (Official Video)
@LittleLucyy,5 years ago,Agr quero aprender a dançar vogue,Madonna - Vogue (Official Video)
@novaonpluto,1 year ago,1:32 the part everyone is looking for,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@shiffault,4 years ago,I am always nostalgic when i hear this track by Madonna. There's something uplifting and feel good about it. I can't put my finger on it....its just a beautiful track and makes me feel happy ❤❤❤❤❤❤,Madonna - American Pie (Official Video) [HD]
@hiworldstephensonultranate290,5 years ago,hi Melissa hope u have some Hope  I CRY n get lonely I Pray u will find Comfort Brian Ireland Sla'inte my heart goes out to u take care,Madonna - Crazy For You (Official Video)
@massimoferrari3935,6 months ago,❤❤❤❤❤❤,Madonna - Who's That Girl (Official Video)
@NorbBarwick,5 years ago,Nothing takes the past away like the future 💯,Madonna - Nothing Really Matters (Official Video) [HD]
@robertosono8258,5 years ago,True,Madonna - Sorry (Official Video) [HD]
@rondz1234,2 years ago,Beautifully put 💯,Madonna - Beautiful Stranger (Official Video) [HD]
@toriecurrie,2 years ago (edited), @mshappyheart  2:28,Madonna - Cherish (Official Video) [HD]
@janethalken8269,2 years ago,"And THEN, she marries SPICOLI, from Fast Times?  How perfect is that??  I still love her to death, I was thinking of that San Junipero episode and I realized the fashion she started has never left...",Madonna - Dress You Up (Official Video)
@Frosty2211,2 years ago,I can almost hear the Casey Kasem dedication…..”here’s one for you Carrie”,Madonna - Open Your Heart (Official Video) [HD]
@neverending.trip...,1 year ago,Bravo for David Fincher! This video is so aestetic!,"Madonna - Vogue (12"" Remix) [Official Video]"
@fabiomaidana1316,4 months ago,"Hola que tal, llamaban??",Madonna - Frozen (Official Video) [HD]
@RiMind,2 months ago, @apexalpha4947 so wot she got good taste and brings that energy back ! U hung up 😂 lol … joke,Madonna - Hung Up (Official Video) [HD]
@dobqeiqrtse267,5 years ago,MADONNA <3,Madonna - Jump (Official Video) [HD]
@yusuffayzullayev3684,3 years ago,Agree,Madonna - Back That Up To The Beat (Official Lyric Video)
@operathenandnow,2 years ago, @munecabravaukr  she WAS. Not anymore.,Madonna - Back That Up To The Beat (Official Lyric Video)
@MargeorieCooke-t4j,11 months ago,And lots of it! 😂🤣😝,Madonna - Ray Of Light (Official Video) [HD]
@niyasrahmannr716,3 years ago,Never happens,Madonna - Back That Up To The Beat (Official Lyric Video)
@jesss3725,6 years ago,The power of the bot Rohan. There’s no way 6500+/- real people disliked this video. Unless they’re deaf and blind. 😎,Madonna - Express Yourself (Official Video)
@denji3521,5 years ago,They did 😭,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@gwiazdagloria4673,9 years ago,is in Romany Gypsy :),Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@prophetmadonna3744,6 years ago," @rabt5926  no one noticed them aging, because they always looked like they do now.","Madonna, Maluma - Medellín"
@GAURAV25855ify,5 months ago,When did this come out,Madonna - Like A Prayer (Official Video)
@ce3540,5 months ago," @principality543  sales were incredible for this song, it was really the lack of radio this song was given ever since Madonna turned 40.",Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@jonpaul3868,2 years ago,Abba was stealing this from Indonesian musician,Madonna - Hung Up (Official Video) [HD]
@madonnasrose7289,4 years ago,hahaahhahahhahhahahHHhhHHHAAHAHHAHHAH,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@mraquelbsb505,2 years ago,2024,Madonna - You'll See (Official Video)
@anthonyrivasacl6383,1 year ago,Here we go 😂,Madonna - Like A Prayer (Official Video)
@fhineasandfer2064,8 years ago,Lo ciento amiga habló español,Madonna - Vogue (MDNA World Tour)
@mastergonzalez4461,5 years ago,Off course never forget ja,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@uneedtherapy42,1 year ago,Sean Penn right? I wish they would have stayed together but I’m certain he was no picnic to be around and she was difficult too.,Madonna - Cherish (Official Video) [HD]
@MrDerlik,5 years ago," @rafafrosti1  si, lo he buscado en formato 12"" y muy caro",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Saxony-Poland,3 months ago,Exactly,Madonna - Back That Up To The Beat (Official Lyric Video)
@craigpeltier5571,3 years ago,You're not biased.  It was the best of times.  My younger friends born In the 90's keep asking me what It was like to live It?  I tell them I wish you could've been there with us.,Madonna - Dress You Up (Official Video)
@monoenlanc785,8 years ago,Madonna <3 Amazing!!!!!!!,Madonna - Jump (Official Video) [HD]
@Mr.EmeraldTheGreen,2 years ago,"I know exact what you mean. I was thinking the very same thing. I’ll never forget where I was when this came out. I had come to the end of an extremely painful divorce, and had escaped to the mountains to “lick my wounds” as it were. It was a very very snowy winter, winter of 1998, and I took such comfort and strength from this record!",Madonna - Nothing Really Matters (Official Video) [HD]
@br_Eoh,11 years ago,YAAASSSS!!!!! To me this opening although is not the official opening is second only to her Confessions Tour opening!!!!  It's so majestic.  She descends to the stage like the Queen that she is.  Long live The Queen of Pop Madonna!!!!,Madonna - Vogue (MDNA World Tour)
@ukulelemikeleii,1 year ago,"I just heard this song this morning whilst shopping at Trader Joes, brought on a huge nostalgia rush!  Had to have another listen when I returned home, and perhaps I'll kip it up on my ukulele? Stay tuned! Oh, and behave!",Madonna - Beautiful Stranger (Official Video) [HD]
@viniciusribeiro6451,10 months ago,ART. ❤,Madonna - Frozen (Official Video) [HD]
@olhas4512,6 years ago (edited),"Хорошо двигается,вокал не выдающийся",Madonna - Girl Gone Wild
@malcolmgeorgeedwards2402,4 years ago, @mimidm5753  yeah,Madonna - Rain (Official Video) [HD]
@Twinmanxhehe,2 years ago,Yea 0:42,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@mbryanf,2 years ago,This show was certainly a spectacle but it was Michael Jackson’s show that changed the game in every way possible,Madonna - 2012 Super Bowl Halftime Show
@ooooooo5639,5 years ago,Lol where you from?,Madonna - Die Another Day (Official Video)
@carmenelektra6099,3 years ago,Sorry for your loss ❤,Madonna - Take A Bow (Official Video) [4K]
@lordusett4155,10 years ago,Best selling female artist,Madonna - Girl Gone Wild
@brennanrobertson6572,5 years ago,She will go down as one of the most beautiful people ever.  This woman is so gorgeous!!!,Madonna - Girl Gone Wild
@Yossarian124,4 years ago,Please watch it first without the sound,Madonna - Like A Virgin (Official Video)
@jjajappp1066,6 years ago,Donna Delory y si última presentación con Madonna 😍,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@wesssavorn9018,3 years ago,Luv you Madonna 💓 💗 💛 😘,Madonna - Vogue (MDNA World Tour)
@bufaloguerreiro7573,4 years ago,Cringe,"Madonna - Vogue (12"" Remix) [Official Video]"
@MaHeeSha-m9w,1 year ago,Mee i am Sri Lankan❤❤,Madonna - La Isla Bonita (Official Video)
@tonym.9876,5 years ago,"She did, dummy. 😂",Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@JAMESMURPHY-y4k,1 year ago,I have it ty Madonna. Great friend 🧡,Madonna - Like A Prayer (Official Video)
@mauriciocv1658,7 months ago,Moby in the house.,Madonna - Don't Tell Me (Official Video) [HD]
@ajewishchristianmuslim,6 months ago,Secret sounds like R&B. Rain sounds like pop and Frozen sounds like Western Asian pop...,Madonna - Secret (Official Video) [HD]
@aroldogomes8933,5 years ago,😗😙😙😙😙😙😙😙👏👏👏👏,Madonna - Rain (Official Video) [HD]
@Millymollymandy121,9 months ago,"Omg, that last part of the songs sounds like that whining noise when you have just landed from your flight 😂😂😂",Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@auzzyjessie,6 years ago,YESSSS 💕💕,Madonna - Girl Gone Wild (Official Video)
@enricovankeeken1624,8 months ago (edited),I am | wanna know why | for some kind of protection from Madonna hersElf towards me on social media | Ya think I´ll get it ? Rick,Madonna - Living For Love
@marioalainvillarrealvelasc1683,2 months ago,Quien en el 2025 con la reina,"Madonna - Vogue (12"" Remix) [Official Video]"
@C-_-smoker,5 days ago,follow that tune,Madonna - Into The Groove (Official Video)
@princ8812,5 years ago (edited),"Explanation in Madonna's language it means: ""Not everyone is coming to the future"" = exit Donald Trump! He can't come into the future! 
In her new song God Control ""This is a wake up call, we dont have to fall, A NEW DEMOCRATY ""= Joe Biden is the leader of the new democracy. Yeah she saw the future, nothing new, again!","Madonna, Quavo - Eurovision Song Contest 2019"
@ewanijhof4687,5 months ago,"nursing job i  am exosted 3 and a half hours with intelligent old women i go do piega , i see friend under Lidle from guatemala , he stands up kisses me , i think his old man is heavy case , he can't stand it , i say wait a minute but he is gone when i ve done shopping",Madonna - Girl Gone Wild
@CleodeNileFan1,1 year ago,"Madonna, this feels REDUCTIVE... LOOK IT UP!",Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@laneylydon9029,2 years ago,Awww beautiful lady,Madonna - True Blue (Official Video)
@vanellekana8221,3 months ago,Here we are❤️,Madonna - Take A Bow (Official Video) [4K]
@dwyt77,5 years ago,Those two were the male and female Champions of Pop!,Madonna - Express Yourself (Official Video)
@Fishmydream,7 months ago,"🇺🇲USA🤝UKRAINE🇺🇦
Madonna❤️Yevhen Gudz",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@catalinalaird6491,1 year ago,​ @jackl8025 lip filler wasn't a thing then,Madonna - Ray Of Light (Official Video) [HD]
@britneyfn18,8 years ago,"WE LOVE YOU QUEEN MADONNA, YOU'RE THE GREATEST FEMALE ARTIST OF ALL TIME!!!!!!!!",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@thatoneguy9835,3 years ago,i have been a fan of hers since i was 12. vH1 showed the movie suddenly seeking susan and the rest is history. She is awesome.,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@user-bl1qv3cx7i,2 months ago,I saw it first time by VHS caset  😂😂😂😂,Madonna - Don't Tell Me (Official Video) [HD]
@yiseltharmy8633,6 years ago,Jajaja sierto 😄😀😄😁😄😁,"Madonna, Maluma - Medellín"
@greatgaga266,5 years ago,Greatest album of all time!,Madonna - Justify My Love (Official Video) [HD]
@yungcrombie,4 years ago,Let’s go Brandon 🥳,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@dmitrykolevatih4692,1 year ago,0:16 ULTRAEPIC JESUSPOOL IS COMING,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@bettinamauzick5797,1 year ago,Dennis Nowack 2:34 2:35 2:35 2:36 2:36 2:36 2:37 2:37 2:37 2:38 2:38 2:39 2:39 2:39 2:40 2:40 2:40 2:41 2:41 2:41 2:42 2:42 2:42 ❤,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@zmannow,2 years ago,😮😢😅 LL,Madonna - Don't Tell Me (Official Video) [HD]
@thajmavelikara7394,10 months ago,Sure..😊my foverite...Mam.,Madonna - Lucky Star (Official Video)
@renatonascimento4172,2 years ago,❤,Madonna - Crazy For You (Official Video)
@rebecca8525,5 years ago,"So sorry for your loss. Sending warm, heartfelt sympathies.",Madonna - Borderline (Official Video) [HD]
@Meena-iy6he,6 years ago,"Nicki probs just sent a video of her lip-syncing to her part in front of a green screen, on which they put that background, explaining how she kinds ""came out of the _tv_"". then the thing that guy was holding up was also probs a green screen, as a tv would be too heavy",Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@NiuSilva,1 year ago,"Hoje, neste momento no Brasil!",Madonna - Die Another Day (Official Video)
@katherineblondell,7 months ago,Of course! Who else wouldn't be?❤,Madonna - Into The Groove (Official Video)
@danielstevens8610,5 years ago,Don’t forget Prince,Madonna - Express Yourself (Official Video)
@Windinhisface,2 years ago (edited), @robertomspaugh161 yes building a Time Machine…let’s do this…😊,Madonna - Crazy For You (Official Video)
@jean-erictateia3273,4 years ago,"I'm in your case ,too,friend ,a great FAN of MADONNA .Please,have a look on what i wrote about ,upper ,in comments .Have a good time...","Madonna - Vogue (12"" Remix) [Official Video]"
@cecilymacnamara1228,10 years ago,+Noah Johnson He co-produced it with Madonna.,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@drhur1793,8 months ago,There is only 1 god Allah,Madonna - Beautiful Stranger (Official Video) [HD]
@Hype2death,4 years ago,Truth:),Madonna - Dress You Up (Official Video)
@topgeezer-g3m,5 years ago,"+Mike Woodson - you seem to have totally missed the issue here. Yes there was no social media here but there were music channels and she was on them constantly getting massive publicity. These channels were very widely watched with minimal competition so she received massive exposure!!! Nowadays there are so many social media sites and everyone posts on them so exposure is limited for each so called ""artist"" as they are all on them. Then she had a virtual monopoly plus all the teenagers watched them. Now they are exposed to so many sites that it is difficult to gain their attention. Think before you post.",Madonna - Dress You Up (Official Video)
@anah1973,6 years ago,Swiftie Forever I remember too 🙂,Madonna - Like A Virgin (Official Video)
@archakganguly3,1 month ago,Yes we are legend not alpha neither sigma not in any fansy generation only the best generation for music love that time,Madonna - La Isla Bonita (Official Video)
@MrGooshness,3 years ago,It’s true,Madonna - Nothing Really Matters (Official Video) [HD]
@littlelizardpsycho5178,9 years ago,Bob Silver GOD I want to get on that time machine and go back.,Madonna - Live To Tell (Official Video)
@hiramr.3510,1 year ago,❤❤❤❤,Madonna - Back That Up To The Beat (Official Lyric Video)
@seanandmonicalebay2847,1 year ago,Anyone 2025???,Madonna - Back That Up To The Beat (Official Lyric Video)
@giselamiranda4769,6 years ago,Delmar ruiz se ve la Simbologia a simple vista q horror este tipo de música,"Madonna, Maluma - Medellín"
@AlfaNaja,1 year ago,"Thanks ""BENYAMIN S - BUL BUL EFENDI (1978)"" for this amazing intro",Madonna - Hung Up (Official Video) [HD]
@robvoyage2024,3 weeks ago,Ireland ❤,Madonna - The Power Of Good-Bye (Official Video)
@jelenav3336,7 years ago,Honestly i dont if its the sexist but this video is!,Madonna - Justify My Love (Official Video) [HD]
@joaquinchoque2254,4 years ago,Me,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@demonerr666,6 years ago,No fue a maluma fu a su propio pie,"Madonna, Maluma - Medellín"
@ariannahissilly,4 years ago, DON'T  ok,Madonna - Material Girl (Official Video) [HD]
@jean-erictateia3273,4 years ago,"BEST QUALITY SONGS remain ,Alex .it's a fact ! Please ,have a look on what i wrote about MADONNA ,upper ,in comments .BYE !","Madonna - Vogue (12"" Remix) [Official Video]"
@BTDubbzz,1 month ago,Madonna,Madonna - American Pie (Official Video) [HD]
@AJJ7610,4 years ago," @cindycampbell4427  ""Like for sure!"" lol",Madonna - Lucky Star (Official Video)
@seawitchzz,5 years ago,"Me, this is so fantastic😁",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@cathibeastevenson634,3 months ago,The vocal layering sounds like auto tuning of her voice.,Madonna - American Pie (Official Video) [HD]
@moura_ds,2 months ago,😊❤🎉 me!,Madonna - Ray Of Light (Official Video) [HD]
@samueles.5226,2 years ago,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,"Madonna - Vogue (12"" Remix) [Official Video]"
@jolanlewis1246,1 year ago,st.lucia,Madonna - The Power Of Good-Bye (Official Video)
@ellypsis69,7 years ago, @serenamontelius5752  you must be kidding,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@doylekohlbusch,5 years ago,"At first people did not know you, but ever since they heard your music and heard you sing they felt peace and calm during this time of crisis in the world. You bring joy when people need hope in there lives.","Madonna - Vogue (12"" Remix) [Official Video]"
@Freedi2of2,1 month ago,What did it influence?,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@j.b.a667,5 years ago (edited),@isaac i dont know her but yea she killed it too,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@vaquita7389,5 years ago, @aquarius.thompson  Janet performed in 2002 or 2003 i think. Many years BEFORE madonna,Madonna - 2012 Super Bowl Halftime Show
@Amirworld..,4 years ago,IKR,Madonna - Material Girl (Official Video) [HD]
@RDrRD1989,10 years ago,"StefanDot Since American Life, unfortunately....",Madonna - Living For Love
@cleftheart1969,2 years ago,​@drewdolce I noticed that she named all those white artists 🙄still a good song one of my favorites from her,Madonna - Vogue (Official Video)
@adriananghel435,2 years ago (edited), @melisagalvalizi6982  what has become of her?,Madonna - The Power Of Good-Bye (Official Video)
@blamdeeyrann4240,4 years ago,Love u Madonna ❤️❤️❤️❤️❤️,Madonna - Girl Gone Wild
@wuod.b444,2 days ago,​ @Isla-ey7my  Right here❤❤❤ pure joy😊,Madonna - La Isla Bonita (Official Video)
@em007et,5 years ago,Me,Madonna - Nothing Really Matters (Official Video) [HD]
@gotexasrangersalbundymlb7694,3 years ago,So sorry for your loss,Madonna - Crazy For You (Official Video)
@barbaraj.6309,4 years ago,"Queen of All Media, Madonna is no puppet. She's been gangster since 1983. She owns them now?!",Madonna - Die Another Day (Official Video)
@EternalFunk-vw1ct,1 year ago,0:33 PumA,Madonna - Like A Virgin (Official Video)
@Lami_x3,1 year ago,Who's listening in 2025,Madonna - Back That Up To The Beat (Official Lyric Video)
@jonathansquires3923,3 years ago,No question..and I still remind her of that.. sometimes she forgets,Madonna - Don't Tell Me (Official Video) [HD]
@amandinegregoris120,5 years ago, @sebastian5903  😊,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@blamdeeyrann4240,5 years ago,"She owned the 00's decade ❤️  American Pie, Music, Don't Tell Me, Hung Up, Sorry, 4 Minutes were Intrnational number 1 hits!",Madonna - American Pie (Official Video) [HD]
@decnijfkris3706,4 years ago, @devanshepard9118  yeah! tell us ! what was Madonni actually factually like...,Madonna - True Blue (Official Video)
@feebrook1204,5 years ago,"Me, More than ever!!",Madonna - You'll See (Official Video)
@lexieluu9341,4 years ago,Yep! They are legends,Madonna - Like A Virgin (Official Video)
@kolomichenkoaleks1465,9 months ago,Wedeyrr!!!,Madonna - Don't Tell Me (Official Video) [HD]
@RM-lj8bv,5 years ago,Some people don't realise just how many great songs Madonnas has.,Madonna - Justify My Love (Official Video) [HD]
@kevinfrancz,4 years ago,STUNNING? 4k is better,Madonna - Papa Don't Preach (Official Video) [HD]
@geminidreamatl26,4 years ago, @MA-fu1dg  thanks lol,Madonna - Express Yourself (Official Video)
@musicwalrus5361,5 years ago,20 years ago this song peaked number 1 on the billboard hot 100 and would stay there for 4 consecutive weeks,Madonna - Music (Official Video)
@DemetriusAnchondo-hn5gd,7 months ago,Def know this song never heard it though🤷‍♂️,Madonna - Into The Groove (Official Video)
@geovaniperosadeproenca9812,8 years ago,"Yes, you have reason.",Madonna - Living For Love
@ChandlersReality,9 years ago,This is one of the flyest videos she has ever done. She's done many but this is my favorite. She makes you feel like you are in Harlem with her in this video,Madonna - Secret (Official Video) [HD]
@jdiluminart,1 year ago,"Fenomenal ❤ MY QUEEN ❤ forever young, my favorite artist, LOVE YOU❤",Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@AlanVarkey-g7p,1 year ago,This song is too bad please believe in God  can save our life,Madonna - Like A Prayer (Official Video)
@ash27slick74,5 years ago," @louieparnala2778  Exactly. In addition to that, this is music stolen by her thieving producers who decided to jump on the house music bandwagon.",Madonna - Vogue (Official Video)
@acrossthetrains,2 weeks ago,2038 is still a masterpiece,Madonna - Frozen (Official Video) [HD]
@i.cant.sleep.anymore,6 months ago,No this is an official release from Madonna,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@airkuna,4 weeks ago,Ask your mom 😅,Madonna - La Isla Bonita (Official Video)
